GO:0000978	1.35737892800117e-58
GO:0000981	2.1266900734559e-54
GO:0003700	3.05436690351135e-32
GO:0001228	3.49120949770101e-32
GO:1990837	6.34332936249614e-30
GO:0043565	2.70889425803512e-23
GO:0008134	7.03889009188057e-21
GO:0001227	8.19391449381528e-19
GO:0000976	5.06503404886744e-18
GO:0003677	2.97528320291435e-14
GO:0001102	9.44863982694476e-13
GO:0001085	3.69294775560821e-09
GO:0000977	9.14938214062968e-09
GO:0000987	2.75727634928697e-08
GO:0003682	7.8514956355813e-08
GO:1990841	1.50319396950137e-06
GO:0001103	5.15259227525703e-06
GO:0031490	8.47830623359393e-06
GO:0033613	1.29759309176975e-05
GO:0070888	8.01790976789734e-05
GO:0043425	0.000101278095087478
GO:0070412	0.000101278095087478
GO:0008013	0.000145515395401222
GO:0071837	0.000209610915702672
GO:0004879	0.000209610915702672
GO:0035257	0.00038825937327338
GO:0008270	0.000569303915584406
GO:0046983	0.000608781028719234
GO:0016922	0.00149165434842224
GO:0031625	0.0022548293521289
GO:0003714	0.00269029558753851
GO:0051059	0.00397988533720909
GO:0003713	0.00501906401744815
GO:0046872	0.00528527532546107
GO:0002039	0.00745951912471887
GO:0006357	1.9793071018216e-46
GO:0045944	9.2825663591068e-43
GO:0000122	1.13235628704131e-35
GO:0045893	2.32849438506682e-19
GO:0006355	2.78513367252291e-10
GO:0030154	7.24567070275235e-06
GO:0045892	2.65246044252233e-05
GO:0045652	3.1678150418508e-05
GO:0010628	3.6952853413003e-05
GO:0006367	3.6952853413003e-05
GO:0120163	0.000403454402796478
GO:0035019	0.000403454402796478
GO:0035914	0.000548832954278696
GO:1904837	0.000632846414451283
GO:0035855	0.00163061842643782
GO:1903351	0.00226005215253922
GO:0035162	0.00286004930472246
GO:1902894	0.00286004930472246
GO:0006366	0.00334124959459455
GO:0045165	0.00349246864266868
GO:0006977	0.00437463186781633
GO:0007596	0.00461273258026793
GO:0001837	0.00533943897853136
GO:0030522	0.00825816731766736
GO:0006338	0.00825816731766736
GO:0045666	0.00825816731766736
GO:0030218	0.00825816731766736
GO:0048856	0.00825816731766736
GO:0043525	0.0092099414603345
GO:0032922	0.00970355466831965
GO:0009653	0.00970355466831965
GO:0043392	0.00985191488364521
GO:0000785	2.09131504598366e-42
GO:0005667	2.95264604808082e-17
GO:0090575	5.77027405566325e-09
GO:0032993	2.33111117151248e-07
GO:0000791	7.63622112570346e-05
